code	parent_code	kind	criterion_type	page_start	mandatory_guess	statement
9.2.1.g	9.2.1	alinea	avaliativo_componente	24	True	enfatizar as manifestações artístico -culturais das mais variadas linguagens como fonte de conhecimento em si, sendo capazes de promover, por meio de seus fazeres e saberes, o desenvolvimento da oralidade, da ludicidade e dos processos de percepção, compreensão e representação, protagonizando a subjetividade da criança e de seu modo de fazer individual ou coletivo (por meio de atividades em grupo), enquanto amplia o repertório de estudantes;
9.2.1.h	9.2.1	alinea	avaliativo_componente	24	True	destacar ações educativas conceituais para todas as linguagens artísticas, de acordo com a faixa etária e o ano de escolaridade, a saber: conhecer, apreciar, identificar, argumentar, imaginar, inventar etc.
9.2.1.i	9.2.1	alinea	avaliativo_componente	24	True	ressaltar ações educativas atitudinais para todas as linguagens artísticas, de acordo com a faixa etária e o ano de escolaridade, a saber: praticar, respeitar, trocar, admirar, ajudar, compartilhar, cooperar, participar, experimentar, criar, socializar, valorizar, autoavaliar-se etc.
9.2.1.j	9.2.1	alinea	avaliativo_componente	24	True	privilegiar ações educativas comportamentais para Artes Visuais, de acordo com a faixa etária e ano de escolaridade, a saber: colar, colorir (materiais secos), compor, criar, desenhar, executar, fotografar, ilustrar, imprimir, modelar, montar, misturar, pintar (materiais molhados), pontilhar, recortar, traçar, assistir, explorar e experimentar as relações entre tecnologia/recursos digitais e as artes visuais etc.
9.2.1.k	9.2.1	alinea	avaliativo_componente	24	True	propor ações educativas comportamentais para Teatro, de acordo com a faixa etária e o ano de escolaridade, tais como: movimentar, olhar, falar, brincar, imitar, recontar, produzir gestos, emitir sons, improvisar, criar, jogar, assistir, explorar e experimentar as relações entre tecnologia/recursos digitais e teatro etc;
9.2.1.l	9.2.1	alinea	avaliativo_componente	24	True	propor ações educativas comportamentais para Dança, de acordo com a faixa etária e o ano de escolaridade, como experimentar gestos, movimentos, ritmos, sons e silêncios; criar, experimentar e improvisar movimentos e gestos; explorar espaço, tempo, planos e níveis; torcer; pressionar; flutuar; deslizar; pontuar; sacudir; girar; equilibrar; fluir; sustentar; relaxar; explorar e experimentar as relações entre tecnologia/recursos digitais e dança etc.
9.2.1.m	9.2.1	alinea	avaliativo_componente	24	True	propor ações educativas comportamentais para Música, de acordo com a faixa etária e ano de escolaridade, como explorar os elementos constitutivos da música (altura, intensidade, ritmo etc.); jogar, brincar, cantar, criar e tocar instrumentos; experimentar ritmos; explorar fontes sonoras; assistir; explorar e experimentar as relações entre tecnologia/recursos digitais e música etc.
9.2.2	9.2	item	avaliativo_componente	24	True	Em relação especificamente ao Livro Impresso do Professor e ao Livro Digital do Professor do 1º e 2º anos (Categoria 1) , além do cumprimento dos critérios avaliativos comuns, a obra de professores deve:
9.2.2.a	9.2.2	alinea	avaliativo_componente	24	True	conter orientações sobre o ensino de arte conforme a BNCC e as legislações vigentes, considerando a importância de apresentar abordagens teóricas/conceituais e possibilidades metodológicas do campo da Arte Educação, que visem a resultados satisfatórios para os processos educativos nas linguagens artísticas, adequadas ao ano de escolaridade e alinhadas coerentemente aos objetivos e às sequências didáticas propostas em cada livro;
9.2.2.b	9.2.2	alinea	avaliativo_componente	25	True	oferecer suporte teórico -prático para as sequências didáticas de forma clara, desde a apresentação do conteúdo (assunto a ser trabalhado) às atividades práticas correlacionadas a ele e coerentes com os instrumentos avaliativos indicados, fornecendo, no passo a passo, as informações e os materiais necessários para o resultado educativo satisfatório das tarefas, podendo ser atividades individuais ou em grupo, inclusive com o uso de tecnologias contemporâneas;
9.2.2.c	9.2.2	alinea	avaliativo_componente	25	True	indicar possibilidades de trabalho interdisciplinar entre as diferentes áreas artísticas (Artes Visuais, Teatro, Música e Dança), como atividades integradas e não polivalentes, inclusive com outros componentes curriculares e áreas do conhecimento, favorecendo a possibilidade de interação e parcerias com os demais profissionais da escola;
9.2.2.d	9.2.2	alinea	avaliativo_componente	25	False	oferecer subsídios teóricos sobre as diferentes formas, possibilidades, recursos e instrumentos de avaliação que o professor poderá utilizar ao longo do processo de ensino -aprendizagem em arte, seguidos de orientações didáticas para o seu melhor uso em sala de aula;
9.2.2.e	9.2.2	alinea	avaliativo_componente	25	False	apresentar sugestões de textos ou livros facilitadores destinados à formação docente continuada nos campos da Arte e da Educação, a fim de propiciar o aprofundamento teórico do(a) professor(a);
9.2.2.f	9.2.2	alinea	avaliativo_componente	25	True	descrever possibilidades de espaços alternativos e tempos para as aulas de arte, considerando a multiplicidade das escolas brasileiras, já que nem toda escola conta com sala ambiente organizada para as atividades do ensino de Arte;
9.2.2.g	9.2.2	alinea	avaliativo_componente	25	True	apresentar lista de materiais acessíveis para atividades criativas e que agucem a curiosidade do(a) professor(a) e seu desejo de ensinar, sem correr o risco de sugerir propostas esvaziadas de sentido ou inadequadas ao ano de escolaridade;
9.2.2.h	9.2.2	alinea	avaliativo_componente	25	False	fornecer corretamente o referencial teórico, artístico e cultural, além de textos e atividades complementares, com sugestão de livros, artigos, links, obras, artistas, espetáculos, museus, espaços culturais, sites etc., favorecendo a busca e a expansão do conhecimento do(a) professor(a).
9.3	9	item	avaliativo_componente	25	True	Educação Física De acordo com a Base Nacional Comum Curricular, situações lúdicas de aprendizagem devem nortear o trabalho no ambiente escolar durante os Anos Iniciais do Ensino Fundamental. A organização do trabalho escolar deve se dar a partir dos interesses manifestados pelos estudantes e, a partir dessas vivências, deve -se aumentar progressivamente a complexidade das propostas e ampliar a compreensão do mundo e as possibilidades de expressar-se e de nele atuar. A Educação Física, nesta etapa de ensino, tem o compromisso com a qualificação, a leitura e a vivência das práticas corporais, além da formação estética, sensível e ética dos estudantes. Também pode contribuir com os processos de letramento e de alfabetização, auxiliando o estudante a participar com maior autonomia e protagonismo da vida social.
9.3.1	9.3	item	avaliativo_componente	25	True	A estruturação e a elaboração do Livro Impresso do Professor e do Livro Digital do Professor do 1º e 2º anos (Categoria 1), além do cumprimento dos critérios avaliativos comuns, devem:
9.3.1.a	9.3.1	alinea	avaliativo_componente	25	True	consolidar e aprofundar a construção dos conhecimentos desenvolvidos na Educação Infantil relacionados ao componente curricular Educação Física;
9.3.1.b	9.3.1	alinea	avaliativo_componente	25	True	possibilitar o desenvolvimento do pensamento crítico sobre produção, circulação e recepção de textos de divulgação científica e de mídias sociais sobre a cultura corporal e o desenvolvimento motor, por meio da apresentação de artigos e textos comentados em cada unidade temática definida pela BNCC;
9.3.1.c	9.3.1	alinea	avaliativo_componente	26	True	articular a progressão dos conhecimentos de cada unidade temática definida pela BNCC, de maneira que garantam aos alunos um percurso contínuo de aprendizagens entre as duas fases do Ensino Fundamental;
9.3.1.d	9.3.1	alinea	avaliativo_componente	26	True	apresentar todas as unidades temáticas definidas pela BNCC de maneira equânime;
9.3.1.e	9.3.1	alinea	avaliativo_componente	26	True	fornecer materiais comentados, como vídeos, recursos gráficos e propostas de atividades, em cada unidade temática estabelecida pela BNCC, visando a ampliar o repertório de práticas corporais dos alunos;
9.3.1.f	9.3.1	alinea	avaliativo_componente	26	False	estimular a valorização das culturas locais por meio da apresentação e de sugestões de práticas das manifestações corporais populares em cada local/região do país, relacionando-as a cada unidade temática definida pela BNCC;
9.3.1.g	9.3.1	alinea	avaliativo_componente	26	False	facilitar a compreensão de que todos os corpos podem e devem participar das práticas corporais, independentemente da habilidade, do biotipo ou de qualquer outro fator que desencadeie alguma diferença, apresentando sugestões didáticas em toda a obra;
9.3.1.h	9.3.1	alinea	avaliativo_componente	26	True	estimular a construção de relações respeitosas entre os alunos, independente do desempenho físico, e apresentar estratégias de combate ao bullying;
9.3.1.i	9.3.1	alinea	avaliativo_componente	26	True	abordar estratégias e propor atividades que capacitem os professores a incentivar a autonomia dos alunos nas práticas corporais, visando a promover um maior envolvimento nos contextos de lazer e de promoção da saúde;
9.3.1.j	9.3.1	alinea	avaliativo_componente	26	True	apontar ferramentas que possibilitem ao professor promover a conscientização dos alunos sobre a importância da prática corporal como um direito fundamental de todo cidadão;
9.3.1.k	9.3.1	alinea	avaliativo_componente	26	False	incitar o professor a desenvolver projetos em diálogo com outros componentes curriculares e fornecer sugestões de possíveis projetos em cada unidade temática definida pela BNCC, estimulando o envolvimento da comunidade escolar;
9.3.1.l	9.3.1	alinea	avaliativo_componente	26	True	apresentar o modo como a obra articula os conhecimentos aferidos nas competências específicas da Área de Linguagens em diálogo com as habilidades de Educação Física, com clara indicação de quais habilidades serão trabalhadas em cada ano;
9.3.1.m	9.3.1	alinea	avaliativo_componente	26	True	apontar os objetivos de cada unidade temática, suas justificativas e a relação com as habilidades trabalhadas em cada ano;
9.3.1.n	9.3.1	alinea	avaliativo_componente	26	True	fornecer subsídios e ferramentas didáticas, como planilhas ou quadros, com a construção do plano de ensino de cada ano, em todas as unidades temáticas definidas pela BNCC;
9.3.1.o	9.3.1	alinea	avaliativo_componente	26	True	nortear a construção dos planos de ensino e de aula com diferentes estratégias para o desenvolvimento das habilidades de cada ano;
9.3.1.p	9.3.1	alinea	avaliativo_componente	26	True	propor que o desenvolvimento das habilidades se dê a partir dos interesses dos educandos e que, a partir dessas vivências, o professor estruture a progressão dos conhecimentos em cada unidade temática definida pela BNCC;
9.3.1.q	9.3.1	alinea	avaliativo_componente	26	True	estimular a realização de jogos cooperativos para o desenvolvimento das habilidades que serão trabalhadas e apresentar modelos de atividades para cada unidade temática definida pela BNCC;
9.3.1.r	9.3.1	alinea	avaliativo_componente	26	True	orientar que nenhum estudante seja excluído ou sofra algum tipo de constrangimento em todas as atividades competitivas sugeridas;
9.3.1.s	9.3.1	alinea	avaliativo_componente	26	True	propor aos professores a inclusão de momentos de brincadeiras livres e de criação de atividades por parte dos estudantes no planejamento de cada unidade temática definida pela BNCC;
9.3.1.t	9.3.1	alinea	avaliativo_componente	26	True	oferecer, em todas as unidades temáticas definidas pela BNCC, possibilidades de adaptação das práticas para estudantes com deficiência;
9.3.1.u	9.3.1	alinea	avaliativo_componente	27	False	fomentar a inclusão reversa nas aulas, por meio de sugestão de atividades alinhadas a todas as unidades temáticas previstas na BNCC, nas quais alunos sem deficiência terão a oportunidade de se envolver em propostas educativas direcionadas a alunos com deficiência;
9.3.1.v	9.3.1	alinea	avaliativo_componente	27	True	estimular a criação de espaços para conversas e trocas entre professor e grupo de estudantes sobre as atividades realizadas e os desafios encontrados em cada unidade temática definida pela BNCC;
9.3.1.w	9.3.1	alinea	avaliativo_componente	27	True	motivar a reflexão e a ressignificação de padrões estéticos, suas relações com a cultura corporal e o impacto sobre os estudantes;
9.3.1.x	9.3.1	alinea	avaliativo_componente	27	True	instruir o professor a realizar avaliações diagnósticas, formativas e somativas, além de incentivar a autoavaliação por parte dos estudantes;
9.3.1.y	9.3.1	alinea	avaliativo_componente	27	True	orientar uma avaliação baseada no desenvolvimento global de cada estudante, e não apenas no desempenho motor;
9.3.1.z	9.3.1	alinea	avaliativo_componente	27	True	estimular a criação de critérios de avaliação do grupo de estudantes em sua capacidade de cooperar e solucionar problemas em conjunto, para além da avaliação individualizada; aa) propor possibilidades de desenvolvimento dos seguintes temas contemporâneos: direitos da criança e do adolescente, educação ambiental, educação alimentar e nutricional, educação das relações étnico-raciais e ensino de história e cultura afro -brasileira, africana e indígena, bem como saúde, vida familiar e social, educação para o consumo, educação financeira, trabalho, ciência e tecnologia e diversidade cultural; bb) apresentar referências bibliográficas comentadas, de efetiva relevância no contexto da Educação Física escolar, em cada unidade temática definida pela BNCC; cc) incluir imagens ou fotografias que ilustrem as atividades propostas em todas as unidades temáticas estabelecidas pela BNCC; dd) conter um conjunto de 10 jogos coletivos que incentivem a empatia e a cooperação entre os estudantes da turma; ee) conter um conjunto de 5 jogos de origem indígena ou afro referenciados;
9.4	9	item	avaliativo_componente	27	True	Matemática De acordo com a Base Nacional Comum Curricular (BNCC), a Matemática no Ensino Fundamental deve proporcionar aos estudantes a “capacidade de identificar oportunidades de utilização da matemática para resolver problemas, aplicando conceitos, procedimentos e resultados para obter soluções e interpretá-las segundo os contextos das situações” (Brasil, 2018, p. 265). Além disso, deve ter o compromisso com o desenvolvimento do letramento matemático, com a resolução de problemas, com o raciocínio lógico e com a investigação. Ainda sobre as competências específicas de Matemática para o Ensino Fundamental, a BNCC explicita que é preciso reconhecer a Matemática como uma ciência humana que tem origem nas necessidades e preocupações de diferentes culturas, em diferentes momentos históricos, e que, portanto, é uma ciência viva que se preocupa com questões sociais, com base em princípios éticos, democráticos, sustentáveis e solidários (Brasil, 2018). A BNCC propõe cinco unidades temáticas que são correlacionadas
9.4.i	9.4	alinea	avaliativo_componente	27	True	Números; ii) Álgebra; iii) Geometria; iv) Grandezas e medidas;
9.4.v	9.4	alinea	avaliativo_componente	27	True	Probabilidade e Estatística. A divisão em unidades temáticas não se configura como estrutura linear e fragmentada, visto que “devem ser enfatizadas as articulações das habilidades com as de outras áreas do conhecimento, entre as unidades temáticas e no interior de cada uma delas” (Brasil, 2018, p. 275). Estas articulações são importantes para que os conteúdos das unidades não sejam tratados como isolados e descontextualizados. Além disso, consoante a BNCC, o processo de aprender envolve capacidades essenciais, como formular, empregar, interpretar, avaliar e criar. Com isso, mais do que explorar a resolução de problemas de matemática, é preciso incentivar a formulação de problemas em outros contextos (Brasil, 2018). Adentrando a perspectiva da Educação Matemática Crítica, é essencial que os problemas se relacionem com situações e conflitos sociais fundamentais. Nesse sentindo, os exercícios devem ponderar o uso de problemas pertencentes a “realidades de faz de conta” sem nenhuma significação, pois os problemas hipotéticos, muitas vezes, remetem a uma situação exagerada ou impossível de existir na realidade, causando estranheza e confusão no aluno. É preciso olhar para a criança como produtora de conhecimento, auxiliando-a na apropriação e aquisição do letramento matemático. A estruturação e a elaboração das obras didáticas do componente MATEMÁTICA devem seguir os seguintes critérios por Categoria.
9.4.1	9.4	item	avaliativo_componente	28	True	No Livro Impresso do Estudante e no Livro Digital do Estudante do 1º e 2º anos (Categoria 1), além do cumprimento dos critérios avaliativos comuns, a obra deve:
9.4.1.a	9.4.1	alinea	avaliativo_componente	28	True	incluir as cinco unidades temáticas (números, álgebra, geometria, grandezas e medidas, probabilidade e estatística) de forma integrada, ou seja, promovendo a relação entre elas;
9.4.1.b	9.4.1	alinea	avaliativo_componente	28	True	retomar as vivências cotidianas das crianças com números, formas e espaço desenvolvidas no decorrer da Educação Infantil, preparando-as para uma futura sistematização;
9.4.1.c	9.4.1	alinea	avaliativo_componente	28	True	trabalhar as operações da adição e da subtração de forma contextualizada, envolvendo seus diferentes significados (juntar, acrescentar, separar, retirar, comparar e completar) sem colocar como principal objetivo a chegada aos algoritmos;
9.4.1.d	9.4.1	alinea	avaliativo_componente	28	True	explorar o cálculo mental por meio de exercícios criativos e flexíveis que permitam inventar, fazer estimativas, formalizar e flexibilizar progressivamente métodos e técnicas de cálculo;
9.4.1.e	9.4.1	alinea	avaliativo_componente	28	True	explorar os diferentes tipos de registros, de respostas e de caminhos de construção, sem focalizar nos procedimentos algorítmicos;
9.4.1.f	9.4.1	alinea	avaliativo_componente	28	True	propor atividades com o uso de materiais instrucionais diversos para ao menos um conteúdo da unidade temática;
9.4.1.g	9.4.1	alinea	avaliativo_componente	28	True	relacionar a construção do número pela criança por mais de uma teoria e perspectiva, como, por exemplo, por meio da neurociência, da epistemologia histórica, da epistemologia genética e do cognitivismo sociointeracionista;
9.4.1.h	9.4.1	alinea	avaliativo_componente	28	True	relacionar a construção do número na história com a construção do número pela criança na escola, focalizando suas similaridades;
9.4.1.i	9.4.1	alinea	avaliativo_componente	28	True	Propor um trabalho para o desenvolvimento da ideia de agrupar e trocar utilizando -se de bases diferentes de 10 em brincadeiras, jogos de isomorfismo, desenhos e objetos de contagem sem a representação formal ou registro das trocas (quanto mais diversificadas forem as situações de agrupamentos e trocas, mais oportunidades ela terá de observar as semelhanças e diferenças entre essas situações, realizando abstrações e construindo o conceito);
9.4.1.j	9.4.1	alinea	avaliativo_componente	28	True	propor, por meio de diversos recursos instrucionais, como o ábaco de papel, o quadro valor de lugar, fichas sobrepostas dos números até a ordem das unidades de milhar e o material dourado, um trabalho prolongado para a compreensão do valor posicional dos algarismos para representar a ação de agrupar e trocar na base 10;
9.4.1.k	9.4.1	alinea	avaliativo_componente	29	True	propor a introdução dos algoritmos da adição e da subtração a partir da utilização de material instrucional, tal como o ábaco de papel e o quadro valor de lugar;
9.4.1.l	9.4.1	alinea	avaliativo_componente	29	True	desenvolver os conceitos geométricos por meio da manipulação de modelos, da experimentação, da resolução de problemas, da investigação matemática, entre outras formas, mas sempre fortalecidas dos aspectos visuais, das experimentações, das manipulações de representações e, especialmente, do contato com o espaço físico, enfatizando a abordagem e apresentação dos conceitos geométricos;
9.4.1.m	9.4.1	alinea	avaliativo_componente	29	True	apresentar os conteúdos de formas multimodais, de modo a explorar todos os sentidos, visando à inclusão de estudantes com Necessidades Educacionais Específicas (NEE);
9.4.1.n	9.4.1	alinea	avaliativo_componente	29	True	promover, a partir da aritmética, elementos para o desenvolvimento do pensamento algébrico, com um trabalho gradativo, visando à apropriação dos objetos algébricos por meio da língua materna até chegar à linguagem simbólica nos anos seguintes;
9.4.1.o	9.4.1	alinea	avaliativo_componente	29	True	apresentar atividades que explorem o pensamento algébrico, tais como: percepção de regularidades, identificação de padrões e compreensão da relação de equivalência, sem a proposição do uso de letras para expressar regularidades;
9.4.1.p	9.4.1	alinea	avaliativo_componente	29	True	introduzir o significado da ação de medir de forma contextualizada, ou seja, trazer contextos reais e significativos que sejam essenciais para a ação social de medir e lidar com as grandezas tão presentes na tomada de decisão e na formação cidadã em uma abordagem contextualizada da ação de medir;
9.4.1.q	9.4.1	alinea	avaliativo_componente	29	True	explorar gráficos e tabelas articuladas com as demais unidades temáticas, promovendo a pesquisa e a coleta de dados sobre temas adequados à faixa etária;
9.4.1.r	9.4.1	alinea	avaliativo_componente	29	True	desenvolver o letramento estatístico e o letramento probabilístico por meio de problematizações que levem à construção de gráficos e de tabelas simples, à interpretação de dados e à tomada de decisão adequadas a faixa etária.
9.4.1.s	9.4.1	alinea	avaliativo_componente	29	True	desafio matemático, ao final de cada unidade ou capítulo, que estimule estudantes ao raciocínio lógico-matemático e à busca autônoma por respostas;
9.4.2	9.4	item	avaliativo_componente	29	True	No Livro Impresso do Professor e no Livro Digital do Professor do 1º e 2º anos (Categoria 1), além do cumprimento dos critérios avaliativos comuns, a obra deve apresentar:
9.4.2.a	9.4.2	alinea	avaliativo_componente	29	True	introdução a temas que deem apoio teórico -metodológico em relação à Educação Matemática, tais como: etnomatemática, educação matemática crítica, alfabetização matemática, letramento matemático, cálculo mental, pensamento algébrico e educação financeira;
9.4.2.b	9.4.2	alinea	avaliativo_componente	29	True	objetivos, justificativas, pré -requisitos, competências e habilidades que serão trabalhadas no capítulo;
9.4.2.c	9.4.2	alinea	avaliativo_componente	29	True	introdução que explique como se articulam os objetivos, os conteúdos e as principais competências e habilidades que serão trabalhadas;
9.4.2.d	9.4.2	alinea	avaliativo_componente	29	True	identificação dos temas contemporâneos transversais que serão trabalhados e as suas possíveis relações interdisciplinares;
9.4.2.e	9.4.2	alinea	avaliativo_componente	29	True	diferentes propostas de avaliação da aprendizagem, priorizando a tomada de decisão para o encaminhamento de atos subsequentes, tais como: propiciar a autocompreensão, motivar o crescimento, aprofundar e auxiliar a aprendizagem;
9.4.2.f	9.4.2	alinea	avaliativo_componente	29	True	comentários em relação ao conteúdo e a suas orientações na BNCC;
9.4.2.g	9.4.2	alinea	avaliativo_componente	29	True	comentários e explicações de caráter prático referentes às atividades, bem como considerações pedagógicas a respeito de possíveis dificuldades dos estudantes;
9.4.2.h	9.4.2	alinea	avaliativo_componente	29	True	explicação e aprofundamento de algumas respostas de atividades e questões de maior complexidade;
9.4.2.i	9.4.2	alinea	avaliativo_componente	30	False	sugestões de condução e de intervenção nas atividades;
9.4.2.j	9.4.2	alinea	avaliativo_componente	30	True	referências bibliográficas complementares para a pesquisa e estudo do/a professor/a, tais como vídeos, livros, podcasts, filmes, sites, aplicativos, recursos da inteligência artificial, entre outros;
9.4.2.k	9.4.2	alinea	avaliativo_componente	30	True	orientações para a valorização do raciocínio da criança, a fim de orientar intervenção qualificada de professores com vistas à aprendizagem matemática;
9.4.2.l	9.4.2	alinea	avaliativo_componente	30	True	desafio matemático, ao final de cada unidade ou capítulo, que estimule estudantes ao raciocínio lógico-matemático e à busca autônoma por respostas;
9.4.2.m	9.4.2	alinea	avaliativo_componente	30	False	sugestões de conclusão/sistematização para cada capítulo da unidade ou bloco de conteúdo dentro do capítulo.
9.5	9	item	avaliativo_componente	30	True	Obra Interdisciplinar de Ciências da Natureza, História e Geografia A obra interdisciplinar deve ter o diálogo entre as Ciências da Natureza, a História e a Geografia ao longo de todo o material, proporcionando a abordagem das interseções nas unidades e capítulos, sem, contudo, perder as singularidades desses componentes. Esta obra deve contemplar as habilidades elencadas neste edital, abordando esses componentes de forma interdisciplinar. Deverão ser contempladas nestas obras as seguintes habilidades: EF01CI01, EF01CI02, EF01CI03, EF01CI04, EF01CI05, EF01CI06, EF02CI01, EF02CI02, EF02CI03, EF02CI04, EF02CI05, EF02CI06, EF02CI07, EF02CI08; EF01GE01, EF01GE02, EF01GE03, EF01GE04, EF01GE05, EF01GE06, EF01GE07, EF01GE08, EF01GE09, EF01GE10, EF01GE11, EF02GE01, EF02GE02, EF02GE03, EF02GE04, EF02GE05, EF02GE06, EF02GE07, EF02GE08, EF02GE09, EF02GE10, EF02GE11; EF01HI01, EF01HI02, EF01HI03, EF01HI04, EF01HI05, EF01HI06, EF01HI07, EF01HI08, EF02HI01, EF02HI02, EF02HI03, EF02HI04, EF02HI05, EF02HI06, EF02HI07, EF02HI08, EF02HI09, EF02HI10, EF02HI11. A estruturação e a elaboração da coleção da obra interdisciplinar de CIÊNCIAS DA NATUREZA, GEOGRAFIA E HISTÓRIA deve seguir, além dos critérios gerais e das habilidades listadas, os seguintes critérios:
9.5.1	9.5	item	avaliativo_componente	30	True	No Livro Impresso do Estudante e no Livro Digital do Estudante do 1º e 2º anos (Categoria 1) , além do cumprimento dos critérios avaliativos comuns, a obra deve:
9.5.1.a	9.5.1	alinea	avaliativo_componente	30	True	apresentar e discutir os conceitos geográficos como território, lugar, espaço, natureza, região e, de forma interseccional, apresentar as unidades temáticas de Ciências (Matéria e Energia, Vida e evolução, Terra e Universo);
9.5.1.b	9.5.1	alinea	avaliativo_componente	30	True	abordar a relação natureza e sociedade a partir de uma perspectiva que considere a diversidade e as desigualdades que marcam essa relação em diferentes períodos e em diferentes escalas espaço - temporais;
9.5.1.c	9.5.1	alinea	avaliativo_componente	30	True	reconhecer a diversidades nas formas de apropriação da natureza relacionadas às comunidades indígenas, quilombolas e povos do campo;
9.5.1.d	9.5.1	alinea	avaliativo_componente	30	True	valorizar as contribuições dos povos originários e dos descendentes de pessoas escravizadas na formação socioespacial brasileira no passado e no presente;
9.5.1.e	9.5.1	alinea	avaliativo_componente	30	True	destacar a importância de se posicionar criticamente em relação às desigualdades socioespaciais que marcam a formação espacial brasileira;
9.5.1.f	9.5.1	alinea	avaliativo_componente	30	True	apresentar a geografia dos processos naturais relacionados ao clima, à geomorfologia, à biogeografia e à hidrografia, reconhecendo a multiescalaridade desses processos;
9.5.1.g	9.5.1	alinea	avaliativo_componente	31	True	propor atividades com uso de diferentes fontes históricas para a elaboração de registro da história de vida, da história do lugar, da história da escola ou de pessoas importantes de sua comunidade;
9.5.1.h	9.5.1	alinea	avaliativo_componente	31	True	relacionar os conteúdos históricos e geográficos com os lugares de vivência dos estudantes;
9.5.1.i	9.5.1	alinea	avaliativo_componente	31	True	incentivar os estudantes a compararem características sociais e naturais dos seus locais de vivência com outros lugares, bem como os cuidados consigo mesmo e com o meio ambiente, sem, contudo, corresponsabilizá-los por questões climáticas ou ambientais;
9.5.1.j	9.5.1	alinea	avaliativo_componente	31	True	conceber a cartografia como linguagem geográfica, utilizando-a como mediadora da apresentação dos conteúdos de geografia, bem como incentivando os estudantes a se expressarem por meio dela;
9.5.1.k	9.5.1	alinea	avaliativo_componente	31	True	propor, por volume, no mínimo dois experimentos que mobilizem práticas e procedimentos de investigação científica;
9.5.1.l	9.5.1	alinea	avaliativo_componente	31	True	incentivar atividades com o uso de planilhas, tabelas, formulários e anotações em tópicos para elaboração, registro ou organização de informações;
9.5.1.m	9.5.1	alinea	avaliativo_componente	31	True	mobilizar, por meio de situações de ensino e propostas de atividades, operações intelectuais necessárias à construção do conhecimento (observar, verificar, classificar, questionar, definir, aplicar e generalizar);
9.5.1.n	9.5.1	alinea	avaliativo_componente	31	True	apresentar personalidades intelectuais que contribuem ou contribuíram com o avanço científico e tecnológico desses três componentes curriculares, especialmente mulheres;
9.5.1.o	9.5.1	alinea	avaliativo_componente	31	True	apresentar personalidades intelectuais que contribuem ou contribuíram com o avanço científico e tecnológico desses três componentes curriculares, especialmente pessoas negras.
9.5.1.p	9.5.1	alinea	avaliativo_componente	31	True	Apresentar a importância do Dia Nacional da Consolidação da Independência do Brasil (2 de julho) acontecimento relevante para a História do Brasil, destacando o protagonismo de movimentos populares e sociais, as e os combatentes, além dos estados brasileiros envolvidos e a correlação histórica com os eventos que o antecederam e o seguiram.
9.5.2	9.5	item	avaliativo_componente	31	True	Em relação especificamente ao Livro Impresso do Professor e ao Livro Digital do Professor do 1º e 2º anos (Categoria 1), além do cumprimento dos critérios avaliativos comuns, a obra deve:
9.5.2.a	9.5.2	alinea	avaliativo_componente	31	False	promover a contextualização dos conteúdos da Geografia, da História e das Ciências da Natureza por meio de sugestões e exemplos de aplicação em diversas situações cotidianas;
9.5.2.b	9.5.2	alinea	avaliativo_componente	31	True	discutir os conceitos adotados na elaboração do livro do estudante, destacando aprofundamento conceitual na margem em U;
9.5.2.c	9.5.2	alinea	avaliativo_componente	31	True	disponibilizar diferentes meios (sites, vídeos, filmes, músicas, jogos etc.) pelos quais os docentes possam propor ações de ensino-aprendizagem em Geografia, História e Ciências da Natureza;
9.5.2.d	9.5.2	alinea	avaliativo_componente	31	True	demonstrar a importância dos estudos do meio e dos trabalhos de campo no processo de construção do conhecimento histórico, geográfico e científico;
9.5.2.e	9.5.2	alinea	avaliativo_componente	31	True	apresentar a concepção teórico-metodológica da Geografia, da História e das Ciências da Natureza que fundamentam a produção do livro do estudante;
9.5.2.f	9.5.2	alinea	avaliativo_componente	31	True	indicar propostas de atividades relacionadas ao uso de novas tecnologias na construção do conhecimento desses três componentes;
9.5.2.g	9.5.2	alinea	avaliativo_componente	31	True	discutir o uso da cartografia como linguagem mediadora da construção dos conceitos e conhecimentos geográficos e históricos;
9.5.2.h	9.5.2	alinea	avaliativo_componente	31	True	incentivar a mobilização dos conceitos de forma contextualizada, indicando suas possíveis relações com o desenvolvimento do raciocínio geográfico, da capacidade investigativa e do modo crítico- reflexivo.
